siteid,sitename,plotid,easting,northing,taxonid,scientificname,indvidualid,pointid,individualdistance,individualazimuth,dbh,dbhheight,basalcanopydiam,basalcanopydiam_90deg,maxcanopydiam,canopydiam_90deg,stemheight,stemremarks,stemstatus,canopyform,livingcanopy,inplotcanopy,materialsampleid,dbhqf,stemmapqf
SOAP,Soaproot Saddle,SOAP1563,297692.8,4101222.0,ARVI4,Arctostaphylos viscida,27,center,9.1,262.3,0.0,0.0,18.0,12.0,1.8,2.0,1.6,60 dead sphere,mostly brown,NA,,,NA,0,0
SOAP,Soaproot Saddle,SOAP1343,299602.6,4100973.0,ARVI4,Arctostaphylos viscida,772,center,5.3,77.9,,130.0,14.0,13.0,3.9,3.4,2.0,1 wonky stem,,Cone,60,100,,0,0
SOAP,Soaproot Saddle,SOAP143,299838.3,4100411.2,ARVI4,Arctostaphylos viscida,1145,center,9.1,216.6,,130.0,4.0,2.0,0.4,0.3,0.9,2 stems,,Cylinder,100,100,,0,0
SOAP,Soaproot Saddle,SOAP1343,299596.2,4100965.5,ARVI4,Arctostaphylos viscida,774,center,6.6,190.1,,130.0,27.0,62.0,5.8,4.4,2.8,7 stems branching at ground level,,Hemisphere,65,100,f134,0,0
SOAP,Soaproot Saddle,SOAP223,299301.2,4101477.8,ARVI4,Arctostaphylos viscida,1019,center,7.9,61.1,,130.0,28.0,18.0,1.4,0.8,1.3,3 stems,,Cone,30,100,,0,0
SOAP,Soaproot Saddle,SOAP1695,299169.5,4100973.5,ARVI4,Arctostaphylos viscida,157,NW,1.1,174.9,,130.0,22.0,22.0,3.1,2.2,1.8,,,Sphere,90,70,,0,0
SOAP,Soaproot Saddle,SOAP1695,299175.9,4100957.0,ARVI4,Arctostaphylos viscida,103,center,8.0,203.4,0.0,0.0,6.0,4.0,0.1,1.0,1.0,,snag few branches,NA,,,NA,0,0
SOAP,Soaproot Saddle,SOAP1611,297445.9,4100570.8,ARVI4,Arctostaphylos viscida,66,center,3.5,156.5,0.0,0.0,12.0,24.0,1.5,2.0,0.9,hemi 0 live,snag,NA,,,NA,0,0
SOAP,Soaproot Saddle,SOAP1515,297503.6,4101266.0,ARVI4,Arctostaphylos viscida,22,NW,5.1,105.1,10.5,1.0,12.0,10.0,1.4,1.3,1.4,1 stem,,Cone,98,100,,0,0
SOAP,Soaproot Saddle,SOAP283,297767.8,4101213.2,ARVI4,Arctostaphylos viscida,61,center,8.9,310.8,0.0,0.0,19.0,14.0,3.1,2.0,1.8,f104 sphere 95 live,healthy,NA,,,NA,0,0
SOAP,Soaproot Saddle,SOAP1515,297516.0,4101261.0,ARVI4,Arctostaphylos viscida,11,center,8.5,64.0,8.1,1.0,10.0,9.0,1.2,1.0,1.5,1 stem,,Cone,90,100,,0,0
SOAP,Soaproot Saddle,SOAP283,297778.9,4101200.0,ARVI4,Arctostaphylos viscida,51,center,8.6,149.5,0.0,0.0,4.0,5.0,1.7,1.0,0.0,hemi 0 live,snag,NA,,,NA,0,0
SOAP,Soaproot Saddle,SOAP1695,299178.3,4100968.2,ARVI4,Arctostaphylos viscida,150,center,4.0,348.7,,130.0,21.0,29.0,4.2,3.3,3.8,,,Sphere,80,100,,0,0
SOAP,Soaproot Saddle,SOAP1343,299598.5,4100975.0,ARVI4,Arctostaphylos viscida,788,center,3.3,19.3,11.8,10.0,0.0,0.0,30.0,20.0,0.9,dead barely any branches,,Cone,0,100,,0,0
SOAP,Soaproot Saddle,SOAP1515,297510.2,4101249.5,ARVI4,Arctostaphylos viscida,2,center,8.1,166.3,,130.0,17.0,13.0,2.1,1.9,1.3,6 stems (ddh's= 3.6; 4.1; 8.8; 4.0; 3.8; 3.1),,Hemisphere,95,100,,0,0
SOAP,Soaproot Saddle,SOAP255,300144.1,4101387.0,ARVI4,Arctostaphylos viscida,1309,center,8.8,2.6,,130.0,80.0,18.0,4.5,2.5,3.1,3 stems,,Cone,45,100,,0,0
SOAP,Soaproot Saddle,SOAP1695,299183.1,4100974.0,ARVI4,Arctostaphylos viscida,128,center,10.4,22.5,,130.0,15.0,12.0,2.6,2.2,3.1,,,Cone,45,100,,0,0
SOAP,Soaproot Saddle,SOAP1515,297517.2,4101264.8,ARVI4,Arctostaphylos viscida,17,NE,3.0,213.1,,130.0,15.0,12.0,1.9,0.7,1.7,6 stems (dba's = 3.4; 2.2; 4.4; 2.1; 4.9; 3.9),,Cone,85,100,,0,0
SOAP,Soaproot Saddle,SOAP283,297777.0,4101207.5,ARVI4,Arctostaphylos viscida,57,center,2.4,89.3,0.0,0.0,29.0,23.0,2.7,4.0,2.5,f102 cone 99 live,,NA,,,NA,0,0
SOAP,Soaproot Saddle,SOAP1695,299175.9,4100970.8,ARVI4,Arctostaphylos viscida,132,center,7.1,333.0,,130.0,68.0,39.0,4.5,3.4,3.2,,,Sphere,85,100,f141,0,0
SOAP,Soaproot Saddle,SOAP1695,299183.2,4100972.5,ARVI4,Arctostaphylos viscida,127,center,9.2,26.2,,130.0,48.0,34.0,4.8,4.3,4.8,,,Hemisphere,75,100,,0,0
SOAP,Soaproot Saddle,SOAP299,297507.0,4100687.5,ARVI4,Arctostaphylos viscida,200,SE,3.4,319.0,,130.0,48.0,53.0,1.2,1.6,1.3,stems arising from litter,,Sphere,100,100,,0,0
SOAP,Soaproot Saddle,SOAP1515,297506.9,4101264.8,ARVI4,Arctostaphylos viscida,23,NW,8.6,107.3,,130.0,22.0,14.0,1.6,1.6,1.7,6 stems (dba's = 1.8; 2.5; 1.8; 4.1; 3.3; 7.9),,Cone,85,100,,0,0
SOAP,Soaproot Saddle,SOAP255,300149.5,4101369.0,ARVI4,Arctostaphylos viscida,1254,SE,4.5,293.2,,130.0,41.0,14.0,2.4,2.0,1.0,4 stems,long dead,Hemisphere,0,100,,0,1
SOAP,Soaproot Saddle,SOAP555,297115.3,4100912.8,ARVI4,Arctostaphylos viscida,77,SE,10.2,272.1,0.0,0.0,130.0,80.0,2.0,1.0,0.9,hemi 90 live,,NA,,,NA,0,1
SOAP,Soaproot Saddle,SOAP143,299846.6,4100418.8,ARVI4,Arctostaphylos viscida,1183,center,2.9,84.4,5.4,10.0,0.0,0.0,1.6,1.4,1.7,,,Cone,90,100,,0,0
SOAP,Soaproot Saddle,SOAP1343,299589.6,4100963.0,ARVI4,Arctostaphylos viscida,770,SW,2.7,75.3,,130.0,25.0,18.0,4.3,2.1,2.8,2 stems,,Sphere,55,100,,0,0
SOAP,Soaproot Saddle,SOAP1515,297515.4,4101263.5,ARVI4,Arctostaphylos viscida,14,center,9.3,49.5,,130.0,20.0,18.0,1.3,1.0,1.6,7 stems (dba's = 2.4; 1.8; 0.6; 5.2; 2.2; 2.3; 1.7),,Cone,85,100,,0,0
SOAP,Soaproot Saddle,SOAP255,300135.6,4101376.0,ARVI4,Arctostaphylos viscida,1243,center,8.5,253.3,,130.0,18.0,5.0,1.4,1.1,0.8,3 stems,long dead,Hemisphere,0,100,,0,0
SOAP,Soaproot Saddle,SOAP1563,297694.2,4101221.5,ARVI4,Arctostaphylos viscida,28,center,7.8,257.2,0.0,0.0,20.0,13.0,2.2,2.0,1.2,hemi 5 dead,healthy,NA,,,NA,0,0
SOAP,Soaproot Saddle,SOAP1343,299602.7,4100977.2,ARVI4,Arctostaphylos viscida,787,center,7.5,44.8,,130.0,32.0,28.0,3.6,3.5,2.2,4 stems,,Cone,85,100,f133,0,0
SOAP,Soaproot Saddle,SOAP299,297499.9,4100690.0,ARVI4,Arctostaphylos viscida,197,center,4.6,143.0,,130.0,120.0,90.0,1.8,1.4,1.0,stems growing under litter before emerging,,Hemisphere,100,100,,0,0
SOAP,Soaproot Saddle,SOAP1611,297435.3,4100571.2,ARVI4,Arctostaphylos viscida,63,center,9.6,254.0,0.0,0.0,4.0,8.0,1.0,1.0,1.3,cone 75 live,,NA,,,NA,0,0
SOAP,Soaproot Saddle,SOAP1695,299188.6,4100961.8,ARVI4,Arctostaphylos viscida,119,center,9.8,105.5,0.0,0.0,70.0,62.0,4.2,4.0,3.3,f142 sphere 80 live,,NA,,,NA,0,0
SOAP,Soaproot Saddle,SOAP1695,299181.5,4100970.2,ARVI4,Arctostaphylos viscida,131,center,6.4,21.5,,130.0,9.0,11.0,1.6,1.2,3.1,,,Cone,90,100,,0,0
SOAP,Soaproot Saddle,SOAP63,299806.5,4101030.2,ARVI4,Arctostaphylos viscida,905,center,10.5,313.7,,130.0,9.0,7.0,3.1,2.5,1.1,2 stems,dead,Hemisphere,0,100,,0,0
SOAP,Soaproot Saddle,SOAP255,300147.9,4101370.5,ARVI4,Arctostaphylos viscida,1250,center,8.9,152.0,,130.0,29.0,18.0,1.3,0.0,0.8,3 stems,long dead,Hemisphere,0,100,,0,0
SOAP,Soaproot Saddle,SOAP555,297127.1,4100912.5,ARVI4,Arctostaphylos viscida,80,SE,1.6,90.7,0.0,0.0,58.0,52.0,4.0,4.0,1.4,hemi 0 live,snag,NA,,,NA,0,1
SOAP,Soaproot Saddle,SOAP283,297778.9,4101202.5,ARVI4,Arctostaphylos viscida,50,center,6.5,138.4,0.0,0.0,3.0,2.0,0.7,1.0,0.7,cone 90 live,,NA,,,NA,0,0
SOAP,Soaproot Saddle,SOAP143,299848.0,4100426.0,ARVI4,Arctostaphylos viscida,1221,center,8.7,29.3,,130.0,15.0,8.0,1.3,0.8,1.9,3 stems,,Cone,95,100,,0,0
SOAP,Soaproot Saddle,SOAP1695,299170.1,4100964.8,ARVI4,Arctostaphylos viscida,178,center,9.0,271.9,,130.0,15.0,17.0,3.4,2.4,3.8,,,Cone,85,90,,0,0
SOAP,Soaproot Saddle,SOAP223,299296.5,4101468.0,ARVI4,Arctostaphylos viscida,991,center,6.3,158.8,,130.0,39.0,22.0,3.4,1.9,1.8,6 stems,,Cone,40,100,,0,0
SOAP,Soaproot Saddle,SOAP1611,297437.0,4100569.5,ARVI4,Arctostaphylos viscida,65,center,8.7,240.1,0.0,0.0,220.0,50.0,5.1,5.0,3.8,hemisphere 70 living,,NA,,,NA,0,0
SOAP,Soaproot Saddle,SOAP1515,297509.7,4101248.0,ARVI4,Arctostaphylos viscida,1,center,9.6,171.9,8.5,1.0,27.0,7.0,1.8,1.2,1.1,single stem; partially runing on ground,,Cone,95,100,,0,0
SOAP,Soaproot Saddle,SOAP1611,297450.9,4100580.8,ARVI4,Arctostaphylos viscida,68,center,9.3,43.1,0.0,0.0,49.0,33.0,2.2,2.0,1.0,hemi 0 live,snag,NA,,,NA,0,0
SOAP,Soaproot Saddle,SOAP1695,299182.8,4100972.2,ARVI4,Arctostaphylos viscida,130,center,8.7,24.9,,130.0,28.0,27.0,5.1,3.8,3.3,,,Sphere,60,100,,0,0
SOAP,Soaproot Saddle,SOAP555,297123.6,4100914.2,ARVI4,Arctostaphylos viscida,75,SE,2.7,316.4,0.0,0.0,7.0,6.0,1.3,1.0,0.8,hemi 99 live,,NA,,,NA,0,0
SOAP,Soaproot Saddle,SOAP555,297123.2,4100913.5,ARVI4,Arctostaphylos viscida,74,SE,2.5,293.9,0.0,0.0,110.0,90.0,1.9,1.0,0.9,hemi 90 live,,NA,,,NA,0,0
SOAP,Soaproot Saddle,SOAP299,297499.5,4100691.5,ARVI4,Arctostaphylos viscida,198,center,3.1,131.4,,130.0,125.0,77.0,2.0,1.9,1.1,stems arising under litter,,Hemisphere,100,100,,0,0
SOAP,Soaproot Saddle,SOAP255,300145.5,4101375.5,ARVI4,Arctostaphylos viscida,1268,center,3.4,146.9,,130.0,19.0,12.0,2.4,1.5,1.3,2 stems,long dead,Cone,0,100,,0,0
SOAP,Soaproot Saddle,SOAP1695,299181.8,4100957.8,ARVI4,Arctostaphylos viscida,111,center,7.2,157.9,0.0,0.0,23.0,13.0,1.7,2.0,2.2,sphere 80 live,,NA,,,NA,0,0
SOAP,Soaproot Saddle,SOAP143,299850.2,4100423.5,ARVI4,Arctostaphylos viscida,1213,center,8.3,52.0,,130.0,8.0,6.0,0.5,0.5,0.9,3 stems,,Cone,95,100,,0,0
SOAP,Soaproot Saddle,SOAP143,299849.6,4100424.8,ARVI4,Arctostaphylos viscida,1220,center,8.6,43.6,,130.0,18.0,12.0,0.8,0.5,0.9,6 stems,,Sphere,95,100,,0,0
SOAP,Soaproot Saddle,SOAP143,299844.8,4100412.5,ARVI4,Arctostaphylos viscida,1158,center,6.2,169.7,18.3,130.0,0.0,0.0,3.5,3.0,4.6,huge,dead w branches,Cone,0,100,,0,0
SOAP,Soaproot Saddle,SOAP1515,297509.7,4101261.8,ARVI4,Arctostaphylos viscida,21,center,4.5,18.0,,130.0,17.0,15.0,1.4,1.3,1.0,5 stems (dba's = 3.8; 1.9; 3.9; 1.0; 1.9),mostly dead w some brown/green lvs,Sphere,95,100,,0,0
SOAP,Soaproot Saddle,SOAP139,297036.7,4100088.2,ARVI4,Arctostaphylos viscida,314,SW,5.2,31.4,1.9,10.0,0.0,0.0,0.9,0.5,1.3,,,Cone,95,100,,0,0
SOAP,Soaproot Saddle,SOAP1563,297692.5,4101231.0,ARVI4,Arctostaphylos viscida,45,NW,2.2,172.8,0.0,0.0,2.0,2.0,0.6,0.0,0.6,100 dead cone,dead,NA,,,NA,0,0
SOAP,Soaproot Saddle,SOAP1695,299182.1,4100974.0,ARVI4,Arctostaphylos viscida,129,center,10.0,17.1,,130.0,13.0,21.0,1.5,1.4,4.1,,,Cone,55,100,,0,0
SOAP,Soaproot Saddle,SOAP139,297049.9,4100100.8,ARVI4,Arctostaphylos viscida,419,center,8.2,356.0,3.3,10.0,0.0,0.0,0.9,0.7,1.7,,,Cone,20,100,,0,0
SOAP,Soaproot Saddle,SOAP63,299805.5,4101029.5,ARVI4,Arctostaphylos viscida,907,center,10.7,306.6,,130.0,37.0,32.0,5.0,3.6,3.9,5 stems,,Hemisphere,60,100,,0,0
SOAP,Soaproot Saddle,SOAP991,299142.8,4101473.0,ARVI4,Arctostaphylos viscida,919,SW,6.9,76.8,8.2,10.0,0.0,0.0,1.4,1.0,0.5,,dead,Hemisphere,0,100,,0,0
SOAP,Soaproot Saddle,SOAP555,297116.3,4100912.8,ARVI4,Arctostaphylos viscida,76,SE,9.2,272.4,0.0,0.0,130.0,90.0,1.7,1.0,0.8,f115 hemi 55 live,,NA,,,NA,0,1
SOAP,Soaproot Saddle,SOAP255,300146.0,4101370.0,ARVI4,Arctostaphylos viscida,1249,center,8.6,164.3,,130.0,21.0,18.0,4.1,2.6,1.7,2 stems,long dead,Hemisphere,0,100,,0,0
SOAP,Soaproot Saddle,SOAP1343,299587.7,4100962.5,ARVI4,Arctostaphylos viscida,771,SW,0.7,74.5,,130.0,0.9,0.5,4.3,3.6,2.4,4 stems,,Hemisphere,70,100,,0,0
SOAP,Soaproot Saddle,SOAP1515,297510.3,4101248.0,ARVI4,Arctostaphylos viscida,3,SW,12.0,89.3,,130.0,18.0,10.0,1.7,1.1,1.4,2 stems (ddh's= 4.2; 4.2),,Cone,90,100,,0,0
SOAP,Soaproot Saddle,SOAP1611,297435.0,4100569.8,ARVI4,Arctostaphylos viscida,64,center,10.4,246.3,0.0,0.0,16.0,32.0,2.1,4.0,4.2,hemi 75 living,,NA,,,NA,0,0
SOAP,Soaproot Saddle,SOAP223,299296.3,4101479.0,ARVI4,Arctostaphylos viscida,1017,center,5.5,22.4,,130.0,52.0,34.0,6.0,4.5,1.3,4 stems,dead,Hemisphere,0,100,,0,0
SOAP,Soaproot Saddle,SOAP255,300151.1,4101384.5,ARVI4,Arctostaphylos viscida,1290,center,9.6,50.8,0.5,10.0,0.0,0.0,0.1,0.1,0.6,,,Cone,100,100,,0,0
SOAP,Soaproot Saddle,SOAP143,299849.3,4100426.5,ARVI4,Arctostaphylos viscida,1219,center,9.7,35.3,,130.0,40.0,32.0,1.2,1.1,1.7,6 stems,,Cone,100,100,,0,0
SOAP,Soaproot Saddle,SOAP63,299804.9,4101032.0,ARVI4,Arctostaphylos viscida,906,center,12.9,314.6,,130.0,50.0,11.0,2.6,2.5,2.8,3 stems,,Hemisphere,75,100,,0,0
SOAP,Soaproot Saddle,SOAP1695,299179.6,4100955.8,ARVI4,Arctostaphylos viscida,110,center,8.6,176.5,0.0,0.0,8.0,4.0,1.5,1.0,1.6,sphere 70 live,,NA,,,NA,0,0
SOAP,Soaproot Saddle,SOAP331,297061.3,4100591.8,CADE27,Calocedrus decurrens,462,center,9.4,137.7,2.0,130.0,0.0,0.0,0.7,0.6,1.2,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP331,297061.2,4100591.5,CADE27,Calocedrus decurrens,463,center,9.5,138.6,17.8,130.0,0.0,0.0,3.5,3.2,8.3,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP331,297062.5,4100590.8,CADE27,Calocedrus decurrens,464,center,10.9,136.4,15.0,130.0,0.0,0.0,2.6,1.7,6.0,,dead w branches,,0,100,,0,0
SOAP,Soaproot Saddle,SOAP331,297064.5,4100589.8,CADE27,Calocedrus decurrens,465,SE,2.1,323.8,17.0,130.0,0.0,0.0,3.4,3.0,8.4,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP331,297063.8,4100591.0,CADE27,Calocedrus decurrens,466,SE,3.5,326.8,1.8,10.0,0.0,0.0,0.7,0.4,1.2,,dead w branches,,0,100,,0,0
SOAP,Soaproot Saddle,SOAP139,297041.6,4100096.2,CADE27,Calocedrus decurrens,412,center,9.6,291.6,0.5,130.0,0.0,0.0,0.2,0.2,0.5,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP331,297064.5,4100592.5,CADE27,Calocedrus decurrens,468,SE,4.7,345.7,12.9,130.0,0.0,0.0,2.8,2.4,5.4,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP331,297063.7,4100593.2,CADE27,Calocedrus decurrens,469,center,10.2,121.2,23.0,130.0,0.0,0.0,4.0,3.9,8.3,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP95,298709.1,4100852.5,CADE27,Calocedrus decurrens,706,center,7.7,66.3,13.0,130.0,0.0,0.0,3.4,3.2,7.1,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP331,297063.5,4100595.0,CADE27,Calocedrus decurrens,471,center,9.3,112.7,22.5,130.0,0.0,0.0,5.1,3.7,8.6,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP187,297533.0,4100555.0,CADE27,Calocedrus decurrens,294,center,5.2,354.3,1.9,10.0,0.0,0.0,0.6,0.8,1.3,,dead w branches,,0,100,,0,0
SOAP,Soaproot Saddle,SOAP331,297064.4,4100597.2,CADE27,Calocedrus decurrens,473,center,9.5,97.8,3.2,130.0,0.0,0.0,0.9,0.9,2.0,,dead w branches,,0,100,,0,0
SOAP,Soaproot Saddle,SOAP1343,299602.4,4100981.5,CADE27,Calocedrus decurrens,783,center,10.9,27.1,5.4,10.0,0.0,0.0,0.8,0.8,0.7,,,Sphere,100,100,,0,0
SOAP,Soaproot Saddle,SOAP331,297061.5,4100598.0,CADE27,Calocedrus decurrens,475,center,6.6,94.3,5.5,130.0,0.0,0.0,1.8,1.8,2.0,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP331,297059.2,4100597.5,CADE27,Calocedrus decurrens,476,center,4.4,105.4,14.2,130.0,0.0,0.0,2.7,2.5,7.7,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP331,297058.8,4100598.5,CADE27,Calocedrus decurrens,477,center,3.9,92.1,3.6,130.0,0.0,0.0,0.4,5.0,2.0,,dead w few branches,,0,100,,0,0
SOAP,Soaproot Saddle,SOAP331,297058.5,4100598.5,CADE27,Calocedrus decurrens,478,center,3.6,90.8,22.0,130.0,0.0,0.0,4.0,2.9,11.4,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP95,298705.9,4100854.0,CADE27,Calocedrus decurrens,715,center,6.0,39.8,10.4,130.0,0.0,0.0,4.9,1.4,2.7,,extreme leaner dead w branches,,0,100,,0,0
SOAP,Soaproot Saddle,SOAP331,297058.1,4100597.5,CADE27,Calocedrus decurrens,480,center,3.3,108.8,13.8,130.0,0.0,0.0,2.6,2.3,9.0,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP331,297058.1,4100597.2,CADE27,Calocedrus decurrens,481,center,3.4,112.4,6.7,130.0,0.0,0.0,0.0,0.0,2.8,,dead no branches,,0,100,,0,0
SOAP,Soaproot Saddle,SOAP331,297057.8,4100596.2,CADE27,Calocedrus decurrens,482,center,3.7,130.3,21.6,130.0,0.0,0.0,3.6,2.5,11.1,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP331,297057.1,4100594.0,CADE27,Calocedrus decurrens,483,center,5.0,154.4,13.0,130.0,0.0,0.0,2.2,2.0,5.4,,dead w branches,,0,100,,0,0
SOAP,Soaproot Saddle,SOAP139,297043.0,4100091.2,CADE27,Calocedrus decurrens,429,center,7.6,259.3,0.4,10.0,0.0,0.0,0.3,0.3,0.6,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP331,297059.9,4100595.5,CADE27,Calocedrus decurrens,485,center,5.8,121.9,1.8,10.0,0.0,0.0,0.5,0.5,0.7,,dead w branches,,0,100,,0,0
SOAP,Soaproot Saddle,SOAP139,297034.1,4100089.8,CADE27,Calocedrus decurrens,310,SW,5.9,1.1,3.0,130.0,0.0,0.0,2.1,1.9,2.4,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP139,297034.0,4100089.5,CADE27,Calocedrus decurrens,311,SW,5.8,0.2,13.3,130.0,0.0,0.0,3.0,2.9,5.2,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP331,297054.9,4100599.0,CADE27,Calocedrus decurrens,488,center,0.4,0.6,5.8,130.0,0.0,0.0,,0.0,3.3,,dead w no branches top snapped,,0,100,,0,0
SOAP,Soaproot Saddle,SOAP331,297055.4,4100600.5,CADE27,Calocedrus decurrens,489,center,1.8,14.2,15.9,130.0,0.0,0.0,2.6,2.0,7.2,,damaged top snapped,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP331,297055.8,4100600.0,CADE27,Calocedrus decurrens,490,center,1.6,33.1,18.7,130.0,0.0,0.0,2.4,2.4,9.1,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP95,298701.9,4100853.0,CADE27,Calocedrus decurrens,727,center,3.6,357.6,6.7,130.0,0.0,0.0,1.3,1.4,2.9,,dead w branches,,0,100,,0,0
SOAP,Soaproot Saddle,SOAP95,298702.1,4100854.0,CADE27,Calocedrus decurrens,728,center,4.4,1.4,8.5,130.0,0.0,0.0,3.3,1.7,1.4,,extreme leaner bent into m3,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP143,299836.3,4100413.0,CADE27,Calocedrus decurrens,134,center,9.2,233.9,39.7,130.0,0.0,0.0,6.0,5.9,19.7,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP139,297039.7,4100086.8,CADE27,Calocedrus decurrens,318,SW,6.4,63.1,24.0,130.0,0.0,0.0,5.9,5.0,11.3,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP43,297068.4,4100716.0,CADE27,Calocedrus decurrens,616,center,11.4,132.4,9.9,130.0,0.0,0.0,3.0,2.8,2.9,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP331,297057.7,4100602.8,CADE27,Calocedrus decurrens,496,center,5.0,33.1,3.8,10.0,0.0,0.0,1.1,0.6,1.4,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP139,297054.9,4100083.0,CADE27,Calocedrus decurrens,321,center,10.5,155.3,1.2,130.0,0.0,0.0,0.9,0.8,120.0,,dead w branches,,0,100,,0,1
SOAP,Soaproot Saddle,SOAP331,297059.5,4100602.5,CADE27,Calocedrus decurrens,498,center,6.0,49.8,1.8,10.0,0.0,0.0,0.5,0.6,0.7,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP139,297055.5,4100083.5,CADE27,Calocedrus decurrens,323,center,10.4,151.3,3.4,130.0,0.0,0.0,1.2,1.1,3.3,,dead w branches,,0,100,,0,1
SOAP,Soaproot Saddle,SOAP139,297055.0,4100083.8,CADE27,Calocedrus decurrens,324,center,9.9,153.2,2.4,130.0,0.0,0.0,1.0,0.9,2.7,,dead w branches,,0,100,,0,1
SOAP,Soaproot Saddle,SOAP139,297054.4,4100084.2,CADE27,Calocedrus decurrens,325,center,9.3,155.4,1.3,130.0,0.0,0.0,1.0,0.9,1.8,,dead w branches,,0,100,,0,1
SOAP,Soaproot Saddle,SOAP139,297055.3,4100084.5,CADE27,Calocedrus decurrens,326,center,9.5,149.4,1.8,130.0,0.0,0.0,0.9,0.8,2.4,,dead w branches,,0,100,,0,1
SOAP,Soaproot Saddle,SOAP139,297054.8,4100084.5,CADE27,Calocedrus decurrens,327,center,9.1,151.6,1.4,130.0,0.0,0.0,0.9,1.2,2.0,,dead w branches,,0,100,,0,1
SOAP,Soaproot Saddle,SOAP331,297060.6,4100603.0,CADE27,Calocedrus decurrens,504,center,7.2,51.6,4.4,10.0,0.0,0.0,1.1,0.9,1.4,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP95,298693.8,4100857.8,CADE27,Calocedrus decurrens,741,center,11.6,315.0,1.2,10.0,0.0,0.0,0.3,0.3,0.9,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP331,297062.3,4100603.5,CADE27,Calocedrus decurrens,506,center,8.8,57.2,6.0,10.0,0.0,0.0,1.4,0.9,1.6,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP95,298693.5,4100858.2,CADE27,Calocedrus decurrens,743,center,12.2,315.9,1.3,10.0,0.0,0.0,0.5,0.4,0.8,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP95,298693.3,4100858.8,CADE27,Calocedrus decurrens,744,center,12.7,316.5,1.5,10.0,0.0,0.0,0.6,0.5,0.8,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP331,297063.5,4100602.5,CADE27,Calocedrus decurrens,509,center,9.4,65.1,18.2,130.0,0.0,0.0,2.8,2.4,7.0,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP331,297063.8,4100602.8,CADE27,Calocedrus decurrens,510,center,9.8,64.5,2.3,10.0,0.0,0.0,0.6,0.4,0.9,,dead w branches,,0,100,,0,0
SOAP,Soaproot Saddle,SOAP139,297058.8,4100088.5,CADE27,Calocedrus decurrens,335,center,9.3,116.7,1.8,10.0,0.0,0.0,0.8,0.6,1.5,,dead w branches,,0,100,,0,1
SOAP,Soaproot Saddle,SOAP139,297059.2,4100089.0,CADE27,Calocedrus decurrens,336,center,9.5,113.2,1.7,130.0,0.0,0.0,1.0,0.7,2.1,,dead w branches,,0,100,,0,1
SOAP,Soaproot Saddle,SOAP139,297059.2,4100089.5,CADE27,Calocedrus decurrens,337,center,9.3,110.4,2.7,130.0,0.0,0.0,1.0,1.2,2.7,,dead w branches,,0,100,,0,1
SOAP,Soaproot Saddle,SOAP331,297061.8,4100601.2,CADE27,Calocedrus decurrens,514,center,7.3,69.5,5.8,10.0,0.0,0.0,1.3,1.4,1.7,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP187,297529.2,4100554.2,CADE27,Calocedrus decurrens,216,SW,8.9,24.1,2.3,10.0,0.0,0.0,0.8,0.7,1.0,,dead w branches,,0,100,,0,0
SOAP,Soaproot Saddle,SOAP139,297058.0,4100091.0,CADE27,Calocedrus decurrens,340,center,7.7,102.6,3.7,130.0,0.0,0.0,1.9,1.8,3.1,,,,100,100,,0,1
SOAP,Soaproot Saddle,SOAP139,297056.3,4100091.5,CADE27,Calocedrus decurrens,341,center,5.9,101.0,1.9,130.0,0.0,0.0,1.6,1.3,2.0,,,,100,100,,0,1
